id,workshopid,userid
1815,2616,5975
1816,2751,5975
1817,2645,5994
1818,2822,774
1819,2859,774
1820,2841,774
1821,2861,774
1822,2715,1010
1823,2862,1010
1824,2845,1010
1825,2837,1010
1826,2814,1010
1827,2817,1059
1828,2688,5576
1829,2841,2143
1830,2834,2143
1831,2738,4985
1832,2635,4985
1833,2864,5994
1834,2767,5994
1835,2552,5797
1836,2818,5971
1837,2750,1246
1838,2837,1285
1839,2712,4332
1840,2755,1010
1841,2836,5938
1842,2536,5938
1843,2863,5938
1844,2850,5938
1845,2818,5938
1846,2776,5938
1847,2868,5938
1848,2504,5938
1849,2552,5971
1850,2536,5971
1851,2836,5797
1852,2621,5797
1853,2826,5994
1854,2843,5971
1855,2867,659
1856,2696,5975
1857,2834,5938
1858,2760,5956
1859,2842,6094
1862,2545,5938
1863,2673,5938
10117,2871,5971
1865,2759,5971
1866,2729,5971
1867,2721,5971
1868,2627,5971
1869,2620,5971
1870,2614,5971
1871,2837,5561
1872,2572,5561
1873,2609,6094
1874,2776,6094
1875,2733,6094
1876,2628,6094
1877,2760,6094
1878,2815,6094
1879,2806,6094
1880,2835,6094
1881,2620,5938
1882,2656,5063
1883,2871,5063
1884,2864,5063
1885,2821,5063
1886,2661,5063
1887,2842,5975
1888,2852,5975
1889,2844,5975
1890,2698,5975
1891,2735,5975
1892,2743,5971
1893,2814,4985
1894,2782,4985
1895,2780,4985
1896,2779,4985
1897,2771,4985
1898,2759,4985
1899,2729,4985
1900,2674,4985
1901,2618,4985
1902,2596,4985
1903,2825,4985
1904,2776,5975
1905,2705,5975
1906,2616,5956
1907,2528,5956
1908,2733,5956
1909,2697,5956
1910,2863,5598
1911,2872,4985
1912,2846,4985
1913,2832,4985
1914,2773,4985
1915,2843,5974
1916,2839,5974
1917,2756,4985
1918,2646,4985
1919,2640,4985
1920,2849,2207
1921,2821,2207
1922,2555,2207
1999,2874,6137
1924,2777,1970
1925,2732,5972
1926,2863,5972
1927,2841,5972
1928,2671,5972
1929,2865,4322
1930,2706,5971
2012,2754,4893
1933,2573,603
2255,2873,4985
1935,2609,5956
1936,2859,5956
1937,2769,5956
1938,2618,5956
1939,2765,5956
1940,2871,5873
1941,2842,5938
1942,2824,5644
1943,2868,2143
1944,2838,2143
1945,2871,5577
1946,2870,5971
1947,2774,4985
1948,2813,5975
1949,2721,5975
1950,2625,5975
1951,2614,5975
1952,2685,5975
1953,2843,5938
1954,2765,5938
1955,2844,5938
1956,2822,5938
1957,2766,5938
1958,2737,5938
1959,2801,5938
1960,2837,5938
1961,2758,5938
1962,2590,5938
1963,2642,5938
1964,2644,5938
1965,2799,5938
1966,2800,5938
1967,2870,2143
1968,2782,5971
7142,2768,11735
1970,2831,4985
1971,2863,4307
1972,2868,5971
1973,2728,4307
1974,2802,4307
1975,2799,4307
1976,2590,5561
1977,2799,603
1978,2799,3469
1979,2843,5798
1980,2591,5798
1981,2816,5798
1982,2540,5956
1983,2843,5956
1984,2761,5741
1985,2767,5741
1986,2758,5741
1987,2578,5741
1988,2874,5644
1989,2766,5715
1990,2875,5715
1991,2613,5715
1992,2804,5971
1993,2766,5971
1994,2863,14
2126,2814,4307
1996,2669,5975
1997,2702,5975
1998,2875,5855
2000,2636,6137
2001,2502,6137
2121,2716,5576
2004,2757,6181
2005,2731,1232
2006,2815,5056
2125,2836,6311
2015,2685,4893
2016,2586,1232
2017,2588,1232
2018,2713,1232
2019,2505,1232
2021,2656,1232
2022,2567,1232
2023,2559,1232
2024,2857,1232
2025,2853,1232
2026,2819,1232
2027,2817,1232
2028,2813,1232
2029,2768,1232
2030,2764,1232
2031,2767,1232
2032,2723,1232
2033,2689,1232
2034,2688,1232
2035,2682,1232
2036,2681,1232
2037,2680,1232
2038,2679,1232
2039,2646,1232
2040,2645,1232
2041,2643,1232
2042,2634,1232
2043,2660,1232
2044,2521,1232
2045,2517,1232
2046,2715,1232
2047,2832,5577
2048,2588,5577
2049,2626,5797
2050,2602,5797
3208,2801,6464
3407,2880,5576
3404,2641,5561
3405,2799,6949
3206,2810,6356
2056,2802,5971
2057,2574,5170
2058,2643,5741
2059,2804,5644
2060,2529,2207
3237,2658,5561
2062,2803,5971
2063,2799,5971
2064,2742,5971
2065,2782,6094
2066,2599,6094
2067,2594,6094
2068,2552,6094
2069,2759,6094
2070,2545,6094
2071,2495,6094
2072,2876,6094
2073,2861,6094
2074,2820,6094
2075,2818,6094
2076,2875,5797
2077,2802,5797
2078,2803,5797
2079,2758,5644
2080,2875,4985
2081,2737,4985
2082,2544,4985
2083,2845,603
2084,2643,603
2085,2777,6252
2086,2848,6252
2087,2862,6252
2088,2646,6252
2089,2809,6252
2090,2867,6252
2091,2849,6137
2092,2631,5576
2093,2536,5975
2094,2811,5975
2095,2561,6252
2096,2824,5994
2097,2769,1681
2098,2862,1232
2099,2641,1232
2100,2878,3995
2101,2860,3995
3285,2777,5577
2103,2845,6137
2104,2878,1010
2105,2878,4332
2106,2835,4332
2107,2764,4332
2108,2755,4332
2215,2619,6354
2110,2837,5295
2111,2643,5295
2112,2878,5040
2113,2751,5971
2114,2811,5797
2115,2754,5797
2116,2687,5797
2117,2548,5797
2118,2581,5644
2119,2502,5644
2120,2655,5644
2122,2824,6252
2123,2747,6252
2127,2878,5577
2128,2657,4721
2129,2660,4721
2130,2633,4721
2131,2682,4721
2132,2750,5040
2133,2589,5040
2134,2640,5040
2135,2536,5956
2136,2854,5956
2137,2541,5971
2138,2841,5797
2139,2732,5797
2140,2707,5797
2141,2714,5872
2142,2574,5561
2143,2867,4307
2144,2864,4307
2145,2862,4307
2146,2860,4307
2147,2662,4307
2148,2723,4307
2149,2682,4307
2150,2731,4728
2151,2756,4728
2152,2582,4728
2153,2867,4728
2154,2814,4728
2155,2845,4728
2156,2873,4728
2157,2753,4728
2158,2736,4728
2159,2572,4728
2160,2841,6311
2161,2854,6311
2162,2822,6311
2163,2702,6311
2164,2706,1501
2165,2777,6360
2166,2640,6360
2167,2572,1010
2168,2660,487
2169,2561,487
2170,2728,487
2171,2638,487
2172,2666,487
2173,2849,487
2174,2637,487
2175,2585,487
2176,2572,487
2177,2518,487
2178,2501,487
2179,2823,487
2180,2816,487
2181,2775,487
2182,2568,487
2183,2520,487
2184,2864,487
2185,2516,487
2186,2505,487
2187,2848,487
2188,2534,487
2189,2556,487
2190,2631,487
2191,2633,487
2192,2756,487
2193,2819,5644
2194,2755,5644
2195,2867,5644
2196,2736,5994
2197,2678,5994
2198,2877,4985
2199,2670,4985
2200,2626,4985
2201,2619,4985
2202,2617,4985
2203,2606,4985
2204,2553,4985
2205,2750,6390
2206,2744,6390
2207,2734,6390
2208,2853,6390
2209,2845,6390
2210,2777,6390
2211,2668,6390
2212,2661,6390
2213,2658,6390
2214,2579,4893
2313,2690,6354
2217,2877,6354
2218,2749,6354
2219,2745,6354
2220,2726,6039
2221,2579,6397
2222,2662,6397
2223,2814,6397
2224,2777,6397
2225,2636,6397
2226,2732,5971
2227,2770,5971
2228,2847,5797
2229,2828,5797
2230,2818,5797
2231,2810,5797
2232,2733,5797
2233,2817,5644
2234,2858,5975
2235,2879,5975
2236,2863,6354
2237,2861,6354
2238,2858,6354
2239,2818,6354
2240,2814,6354
2241,2533,6354
2242,2612,6354
2243,2610,6354
2244,2798,6354
2275,2861,6390
2246,2799,5797
2247,2883,4307
2248,2848,5644
2249,2877,5956
2250,2733,17
2251,2847,5956
2252,2827,5956
2253,2813,5956
2254,2669,5956
2256,2879,5956
2257,2822,5956
2258,2880,4985
2260,2768,6037
2261,2824,5868
2262,2848,5295
2263,2670,5938
2264,2618,6354
2265,2806,6354
2266,2528,6354
2267,2544,6354
2268,2734,5644
2269,2665,5644
2270,2861,5956
2271,2810,4990
2272,2817,5741
3354,2656,6508
2382,2681,6360
2276,2859,6390
2277,2545,6390
2278,2703,6390
2279,2880,6397
2280,2845,5998
2292,2757,6391
2293,2669,5644
2294,2533,5644
2295,2841,5644
2296,2525,5644
2297,2690,5644
2298,2705,5644
2299,2749,6311
2300,2807,5873
2301,2755,5873
2302,2555,5873
2303,2837,5873
2304,2819,5938
2305,2780,5938
2306,2754,5938
2307,2716,5938
2308,2660,505
2309,2753,6032
2310,2665,6032
2311,2804,6032
6590,2932,10456
2314,2554,5956
2315,2720,4990
2316,2737,5797
2317,2630,5975
2318,2640,5644
2319,2736,5644
2320,2606,5956
2321,2861,505
3207,2673,6356
3402,2903,6937
3406,2722,6949
3213,2726,6258
3211,2848,6258
8347,2868,23173
3210,2595,6464
3408,2682,6441
4376,2682,6784
3209,2811,6464
2332,2565,5561
2333,2888,603
2334,2880,1767
2335,2881,1767
2336,2594,5956
2337,2678,4985
2338,2731,4985
2339,2632,4985
2340,2723,4985
2341,2501,4985
2342,2884,5797
2343,2879,6390
2344,2705,5956
2346,2744,6360
2347,2734,6360
2348,2688,6360
2349,2871,5289
2350,2845,5289
2351,2821,5289
2352,2682,5289
2353,2640,5289
2354,2636,5289
2355,2582,5289
2356,2572,5289
2357,2565,5289
2358,2519,5289
2359,2867,5289
2360,2860,5289
2361,2756,603
2362,2678,603
2363,2819,4332
2364,2884,6390
2365,2858,6390
2366,2825,6390
2367,2818,6390
2368,2771,6390
2369,2732,6390
2370,2630,6390
2371,2550,6390
2372,2544,6390
2373,2540,6390
2374,2538,6390
2375,2537,6390
2376,2742,6390
2377,2617,5956
2378,2617,5975
2379,2524,5966
2380,2819,5741
2381,2630,5971
2383,2880,6193
2384,2853,6193
2385,2826,6193
2387,2783,6193
2388,2777,6193
2389,2772,6193
2390,2768,6193
2391,2755,6193
2392,2728,6193
2393,2646,6193
2394,2660,6193
2395,2582,6193
2396,2577,6193
2397,2745,6390
2398,2782,6390
2399,2866,6390
2400,2617,6390
2401,2555,1010
2402,2881,5644
2403,2774,5797
2404,2519,5644
2405,2777,5873
2406,2881,5873
2407,2744,5873
2408,2885,4985
2409,2721,4985
2410,2528,4985
2411,2879,5222
2412,2678,6360
2413,2888,5938
2414,2811,17
2415,2678,1913
2416,2515,5576
2417,2728,5373
2418,2750,6439
2419,2777,6439
2420,2744,6439
2421,2853,5576
2422,2713,1010
2426,2501,5040
2424,2755,5938
2427,2621,1501
2428,2814,1623
2429,2864,6397
2430,2495,4307
2431,2670,4307
2432,2776,4307
5123,2960,8520
2434,2755,5063
2435,2833,5063
2436,2582,5998
3319,2581,5963
3316,2722,6799
3315,2861,5715
3314,2688,5063
3313,2703,5715
3318,2723,6008
3317,2603,6799
3311,2749,6390
3310,2848,1232
3308,2519,6675
3309,2517,6675
3307,2589,6675
3306,2660,6675
3304,2775,6675
3303,2679,6675
3302,2750,6675
3305,2636,6675
3301,2773,6675
3300,2812,6675
3299,2865,6675
3298,2903,6675
3297,2782,5860
3296,2728,5994
3294,2751,6777
3293,2664,5994
3295,2668,4322
3291,2867,5994
3292,2862,5994
3290,2770,6665
3289,2885,5975
3288,2669,6665
3287,2585,4721
3286,2501,4721
3284,2655,5963
3283,2864,5963
3279,2570,5963
3276,2755,5963
3278,2754,6665
3277,2620,6665
3275,2682,5994
3274,2783,5938
3273,2903,5938
3272,2635,6390
3271,2823,6668
3270,2837,6668
3267,2636,5644
3269,2864,6668
3268,2710,6668
3138,2776,6466
3137,2819,6451
3142,2733,6466
3144,2532,5956
3141,2757,6466
3140,2827,6466
3139,2854,6466
3143,2736,5938
6307,2572,4843
3145,2884,5975
3147,2636,5301
3149,2712,6252
3152,2736,6252
3146,2755,5301
3148,2860,6252
3150,2734,6252
3153,2726,6252
3155,2821,5644
3151,2738,6252
3156,2588,5644
3157,2865,5644
3154,2880,5644
3158,2858,6464
3353,2777,6508
3159,2627,4985
3160,2613,4985
3161,2824,6451
3403,2696,5808
3165,2643,6451
3205,2702,6356
3166,2595,1861
3167,2604,1861
3169,2862,6258
3168,2726,4363
3172,2683,6258
3170,2864,6258
3212,2777,6258
3174,2895,4307
3173,2860,6258
3176,2897,4307
3177,2881,4307
3182,2874,4307
3175,2896,4307
3178,2889,4307
3179,2890,4307
3181,2873,4307
3180,2880,4307
3183,2871,4307
3184,2872,4307
3186,2857,4307
3185,2853,4307
3187,2851,4307
3188,2849,4307
3189,2848,4307
3190,2833,4307
3191,2832,4307
3192,2831,4307
3193,2819,4307
3194,2812,4307
3196,2724,4307
3195,2809,4307
3198,2657,4307
3199,2655,4307
3201,2880,5938
3200,2857,5938
3202,2901,5938
3203,2668,5561
3214,2582,6258
3204,2545,5995
3216,2811,4925
3197,2677,4307
3215,2595,6390
3217,2672,4925
3218,2884,4925
3219,2877,4925
3221,2897,505
3222,2895,505
3220,2684,4925
3229,2616,5642
3223,2867,1168
3224,2864,1168
3230,2813,5995
3225,2642,1168
3231,2858,5995
3232,2859,5995
3235,2573,5963
3234,2865,4307
3233,2844,6356
3238,2816,5561
3239,2891,4553
3240,2673,6258
3241,2825,6661
3246,2673,5780
3243,2776,6661
3242,2818,6661
3244,2757,6665
3245,2863,6665
3247,2754,5780
3248,2784,5780
3251,2673,6390
3250,2539,5780
3253,2879,6356
3252,2849,5644
3255,2807,6772
3254,2777,6772
3256,2853,6772
3249,2591,5860
3257,2682,6772
3263,2772,6654
3259,2630,5956
3258,2881,6772
3262,2871,6654
3261,2605,5938
3260,2790,5938
3265,2593,6665
3264,2868,6665
3266,2879,6665
6470,2777,9005
6301,2843,6433
6345,2983,10102
6298,2738,10392
6592,2496,10347
6613,2670,10347
6474,2847,10429
6295,2815,10392
6606,2936,8796
6331,2992,10429
6483,2866,10333
6349,2714,11125
6471,2734,9005
6303,2655,7606
6480,2682,11628
6318,2866,10440
6320,2745,10440
6333,2721,10429
6337,2757,10440
6486,2707,11411
6340,3013,10106
6475,2771,9802
6348,2873,11125
6319,2861,10440
6304,2845,8215
6350,3013,6277
6487,2706,11411
6607,2881,8796
9071,2772,5365
6334,2941,10429
6321,2630,10440
6294,2851,10392
6286,2999,10392
6433,2978,7618
6297,2773,10392
6285,2936,10392
6284,2865,10392
6596,2672,10429
6604,2777,8796
6591,2757,10456
6605,2933,8796
6299,2723,10392
6588,2593,7245
6338,2844,9347
6327,2613,10429
6603,2681,8796
6288,2995,10392
6598,2630,10123
6602,2950,8796
6594,2862,8223
6610,2867,8796
6287,3010,10392
6282,2811,11097
6601,2964,11407
6292,2867,10392
6600,2620,8794
6425,2812,11209
6434,2749,10796
6749,2932,12646
6509,2598,10310
6750,2892,12646
6436,2819,10103
9072,2878,11736
6756,2739,8143
6429,2781,9713
6438,2722,11409
6435,2815,10103
6597,2606,10429
6427,2963,11209
6589,2908,10456
6422,2986,11209
6296,2778,10392
6587,2757,11409
6609,2898,8796
6571,2853,10429
6281,2822,11097
6581,2946,9347
6570,3010,11628
6574,2774,11097
6585,2909,11286
6579,3003,8807
6580,2743,9347
6586,2548,11409
6584,2845,6252
6565,3010,6252
6566,2976,4202
6582,2824,9009
6620,2776,12035
6578,2931,8807
6577,2896,8807
6593,2993,10347
6576,3010,8807
6755,2985,8143
6575,2983,8807
6564,2548,10123
6568,2896,6252
6395,2616,10310
6573,2644,10106
6489,2670,11411
6343,2848,11181
6342,2878,11181
6306,2986,8660
6493,2828,11411
6376,2931,11208
6326,2751,10440
6491,2885,11411
6490,2959,11411
6488,2939,11411
6492,2844,11411
6351,2502,6636
6325,2528,10440
6305,2878,8660
6314,2946,10440
6336,2756,10429
6341,2679,11181
6310,2959,11097
6335,2655,10429
6476,2956,10268
6485,2690,11411
6352,2815,6636
6346,2631,10101
6311,2993,11097
6344,2954,10429
6347,3013,9005
6547,2908,10339
6559,2956,12037
6560,2956,11125
6510,2685,11409
6540,2852,10429
6472,2818,10456
6543,2959,10429
6682,2941,11735
6484,2984,11411
6315,2906,10440
6309,2852,11097
6317,2877,10440
6308,2845,4843
6332,2670,10429
6469,2976,9005
6330,2699,10429
6481,2956,6252
6329,2733,10429
6468,2888,9005
6328,2593,10429
6300,2837,11123
6316,2884,10440
6423,3010,11209
6432,3010,7618
6428,2731,11209
6439,2687,11409
6424,2983,11209
6546,2731,8660
6501,2956,11716
6430,2822,11409
6426,2979,11209
6529,2603,10338
6684,2640,11735
6500,2574,10429
6553,2864,10103
7247,2940,10101
6533,2540,10389
6562,2687,10429
6528,2810,10338
6558,2682,6397
6563,2702,10429
6506,2848,6924
6505,2776,10123
6542,3008,10429
6525,2957,10338
6517,2848,10103
6499,3001,3995
7327,2819,6433
6523,2811,11122
6534,2603,10792
6521,2983,11123
6556,2679,10429
6498,2593,11411
6555,2823,10429
6549,2602,10310
6531,3013,9185
6683,2555,11735
6497,2607,11411
6513,2506,10267
6536,2551,5509
6514,2736,10267
4121,2751,7245
6512,2984,10458
6518,2845,11125
6496,2624,11411
6527,2630,10338
6552,2536,10310
6554,2907,10429
4122,2770,6629
6503,2874,9005
6495,2720,11411
4125,2723,7618
4124,2862,7618
4123,2764,7618
6313,2707,10440
6431,2751,11409
3320,2742,6799
3321,2866,6799
3322,2657,5040
3323,2857,6771
3324,2824,1168
3325,2888,6770
3326,2577,6770
3327,2712,5938
3328,2754,6789
8346,2884,23173
3330,2904,5938
3331,2877,6799
3332,2884,4553
3333,2757,4553
3334,2889,6397
3335,2903,6397
3336,2867,6397
3337,2620,4553
3338,2568,621
3339,2660,1168
3340,2902,4553
3341,2807,5576
3342,2679,5576
3343,2905,6440
3344,2783,6440
3345,2501,6440
3346,2673,4553
3347,2757,6799
3348,2591,6799
3349,2525,6799
3350,2902,2143
3351,2744,5963
3352,2724,5963
3355,2756,6508
3356,2816,5203
3357,2864,4276
3358,2814,1168
3359,2554,6665
3360,2776,4949
3361,2902,6672
3362,2900,6672
3363,2813,6672
3364,2751,6390
3365,2622,6390
3366,2597,6390
3367,2591,6390
3368,2626,6390
3369,2878,5013
3370,2903,5013
3371,2679,5013
3372,2536,6390
3373,2692,6390
3374,2700,4721
3375,2812,4322
3376,2812,6953
3377,2606,4949
3378,2593,4949
3380,2670,6397
3381,2827,6665
3382,2884,6397
3383,2607,6397
8349,2812,22850
8345,2777,8807
3401,2867,6937
8342,2536,12839
3388,2863,6799
3389,2814,5808
3390,2751,5808
3827,2682,5824
3392,2721,5808
3393,2722,6139
3394,2900,6139
3395,2743,3986
3396,2574,6937
4321,2842,7245
8338,2776,23134
8344,2582,13229
8330,2837,11168
3409,2774,6397
3410,2908,5058
3411,2721,6799
3412,2866,6944
3413,2879,6944
3414,2844,6944
3415,2720,7009
3416,2687,7009
3417,2622,7009
3418,2614,7009
3419,2891,7009
3420,2893,7009
3421,2892,7009
3422,2904,7009
3423,2811,7009
3424,2735,7009
3425,2801,7009
3426,2573,6937
3427,2845,6937
3428,2846,6937
3429,2895,1623
3430,2909,1913
3431,2900,6799
3432,2861,6799
3433,2645,905
3434,2908,6311
3435,2858,2207
3436,2859,6397
3437,2605,6397
3438,2902,6944
3439,2854,6944
3440,2828,6944
3441,2827,6944
3442,2831,5576
3443,2738,6928
3444,2860,6928
3445,2867,6928
3446,2665,6928
3447,2826,6928
3448,2772,6928
3449,2758,6928
3450,2679,6928
3451,2864,6928
3452,2764,6928
3453,2832,6928
3454,2723,6928
3455,2682,6928
3456,2908,6337
3457,2716,6337
3458,2662,1168
3459,2657,1168
3461,2716,5998
3462,2611,5808
3463,2864,6929
3464,2711,5373
3465,2712,5373
3466,2751,6944
3467,2862,5014
3468,2683,5014
3469,2680,5014
3470,2643,5014
3471,2584,5014
3472,2582,5014
3473,2515,5014
3474,2747,5014
3475,2679,6930
3476,2728,6931
3477,2906,6397
3478,2863,7009
3479,2816,7009
3480,2726,6929
3481,2536,7027
3482,2670,7027
3483,2727,7027
3484,2903,6931
3485,2901,6931
3486,2770,4318
3487,2775,6931
3488,2657,6931
3489,2736,5715
3490,2744,5715
3491,2881,6892
4293,2812,7251
3493,2882,6892
3494,2845,6892
6557,2848,10245
3496,2685,4985
3497,2840,4590
3498,2772,6546
3499,2855,6985
3500,2657,6985
3501,2907,7106
3502,2907,6390
3503,2911,4307
3504,2855,7026
3505,2880,4875
3506,2584,7010
3507,2781,7010
3508,2849,7010
3509,2845,7010
3510,2777,7010
3511,2577,7010
3512,2536,7009
3513,2552,7009
3514,2621,6464
3515,2907,7010
3516,2857,7010
3517,2679,7010
3518,2851,7010
3519,2824,7010
3520,2748,7010
3521,2751,6113
3522,2867,7026
3523,2862,7026
3524,2860,7026
3525,2832,7026
3526,2657,7026
3527,2633,621
3528,2738,7026
3529,2660,621
3530,2738,1168
3531,2679,6397
3532,2754,6799
3533,2912,2143
3534,2860,6892
3535,2755,7010
3536,2833,6892
3537,2834,6944
3538,2710,7026
3539,2910,4307
3540,2884,6113
3541,2834,5956
3542,2635,6931
3543,2588,6931
3544,2714,6931
3545,2910,6931
3546,2819,6931
3547,2822,5365
3548,2909,6952
3549,2656,6987
3550,2860,6987
3551,2658,5576
3552,2910,905
3553,2821,5577
3554,2679,5577
3555,2855,505
3556,2910,505
3557,2879,6661
3558,2847,6661
3559,2827,6661
3560,2729,6661
3561,2727,6661
3562,2687,6661
3563,2670,6661
3564,2624,6661
3565,2823,1782
3566,2880,1782
3567,2815,1782
3568,2767,1782
3569,2750,1782
3570,2734,1782
3571,2799,1782
3572,2723,1782
3573,2681,1782
3574,2680,1782
3575,2679,1782
3576,2646,1782
3577,2645,1782
3578,2642,1782
3579,2640,1782
3580,2636,1782
3581,2633,1782
3582,2660,1782
3583,2658,1782
3584,2585,1782
3585,2584,1782
3586,2583,1782
3587,2572,1782
3588,2567,1782
3589,2566,1782
3590,2519,1782
3591,2809,1168
3592,2909,6925
3593,2776,877
3594,2868,1861
3595,2868,6944
3995,2813,7363
3967,2736,7618
3697,2529,7061
3698,2662,7024
3600,2567,4721
3601,2864,7024
3602,2853,7024
3603,2755,7024
3604,2888,7024
3605,2871,7024
3606,2515,7024
3607,2849,7024
3608,2542,6113
3609,2911,6327
3610,2912,6327
6561,2834,10429
3612,2769,6391
3613,2754,6391
3614,2735,6391
3615,2919,5014
3616,2812,7106
3617,2868,877
3618,2870,877
3619,2842,877
3620,2838,877
3621,2839,877
3622,2813,877
3623,2766,877
3624,2802,877
3625,2908,6667
3626,2536,6667
3627,2902,6667
3628,2670,6667
3629,2885,6667
3830,2817,6857
3631,2907,4322
3632,2907,941
3633,2871,1913
3634,2625,4721
3635,2872,6113
3636,2871,6113
3637,2911,6277
3699,2575,7024
3639,2764,941
3640,2674,7061
3641,2921,3234
3642,2917,6964
3643,2873,7024
3831,2807,5373
3829,2636,5824
3828,2646,5824
3647,2812,7315
3648,2755,7315
3649,2928,1861
4377,2744,6784
4318,2655,6651
3652,2676,7315
3653,2925,905
3654,2863,7061
3655,2547,7061
3656,2685,6397
3657,2751,6397
3658,2904,7050
3659,2791,7050
3660,2764,6440
3661,2910,6929
3662,2841,7245
3663,2863,7245
3664,2703,7245
3665,2923,5014
3666,2813,6113
3667,2731,6113
3668,2636,6113
3669,2756,6113
3670,2528,6113
3671,2726,6440
3672,2606,6661
3673,2684,7245
3674,2536,7245
3675,2861,6665
3676,2818,6258
3677,2814,4721
3678,2889,5063
3679,2824,4728
3680,2923,6441
3681,2620,6258
3682,2732,7245
3683,2536,4827
3684,2703,4827
3685,2750,20
3686,2777,20
3687,2655,20
4319,2729,5365
3689,2809,5373
3690,2655,7225
3691,2831,7225
3692,2798,5062
3693,2885,5062
4840,2935,7063
4841,2930,7063
4263,2664,7618
3769,2715,4721
3701,2643,7437
3702,2812,7437
3703,2845,7437
3704,2636,7437
3705,2862,7437
3706,2880,7437
3707,2864,7437
3708,2682,7026
3709,2502,5561
3710,2777,7026
3711,2846,7026
3712,2764,7026
3713,2683,7026
3714,2855,4324
3715,2884,4377
3716,2873,6892
3717,2672,5365
3718,2868,5365
3719,2556,1232
3720,2666,1232
3721,2910,5014
3722,2856,5014
3723,2921,5014
3724,2632,5014
3725,2925,5014
3726,2522,5014
3727,2590,5014
3728,2758,5014
3729,2874,5014
3730,2642,5014
3731,2656,5014
3732,2572,5014
3733,2775,5014
3734,2778,5014
3735,2607,7363
3736,2525,7363
3737,2706,7363
3738,2908,7363
3739,2906,7363
3740,2900,7363
3741,2904,7363
3742,2879,7363
3743,2866,7363
3744,2861,7363
3745,2817,7363
3746,2815,7363
3747,2811,7363
3748,2779,7363
3749,2751,7363
3750,2749,7363
3751,2745,7363
3752,2737,7363
3753,2733,7363
3754,2720,7363
3755,2624,7363
3756,2617,7363
3757,2610,7363
3758,2606,7363
3759,2643,4728
3760,2644,5373
3761,2862,1168
3762,2815,1168
5124,2723,8520
4322,2727,8018
3765,2864,1783
3766,2857,1783
3767,2909,1783
4189,2931,6258
3770,2559,4721
3771,2573,4721
3772,2586,4721
3773,2677,4985
3774,2815,4985
3775,2585,4985
3776,2624,1861
3777,2884,5365
3778,2620,5365
3779,2932,7245
3780,2879,6397
3781,2806,6397
3782,2672,6397
3783,2617,6397
4838,2703,8489
7141,2957,6670
4835,2917,4337
4839,2957,7063
4836,2848,8215
4837,2843,8489
6312,2885,11097
3791,2931,1913
3792,2864,6892
3793,2575,6892
3794,2903,5014
3795,2855,6892
3797,2932,6277
3798,2662,5063
3799,2751,7561
3800,2660,5576
3801,2582,5373
3802,2877,5365
3803,2720,5365
3804,2923,5373
3805,2873,5373
3806,2925,5373
3807,2862,5373
3808,2733,6629
3809,2593,7061
3810,2539,6616
3811,2853,7438
3812,2845,7438
3813,2823,7438
3814,2821,7438
3815,2783,7438
3816,2772,7438
3817,2811,1861
3818,2754,1861
3819,2627,1861
3820,2880,4590
3821,2613,4590
3822,2626,6433
3823,2564,7367
3824,2501,7367
3825,2644,7536
3826,2879,5808
3832,2827,6667
3833,2888,905
3834,2724,7247
3835,2750,7247
3836,2923,7423
3837,2931,7423
3838,2849,7423
3839,2896,7423
3840,2881,7423
3841,2848,7423
3842,2898,7423
4320,2536,5365
3844,2788,6440
3845,2574,5107
3847,2734,1168
3848,2582,1168
3849,2682,7604
3850,2812,7604
3851,2845,7604
3852,2623,7245
3853,2555,5014
3854,2519,7610
3855,2784,7610
3856,2572,7610
3857,2501,7610
3858,2582,7605
3859,2636,7605
3860,2642,7605
3861,2519,7605
3862,2682,7605
3863,2655,7605
3864,2777,7605
3865,2723,7605
3866,2899,7605
3867,2873,7605
3868,2845,7605
3869,2862,7605
3870,2736,7605
3871,2502,7605
3872,2738,7605
3873,2750,7605
3874,2816,7605
3875,2689,7618
3876,2682,7618
3877,2812,7618
3878,2582,7618
3879,2849,7618
3880,2777,7618
3881,2852,1861
3882,2744,7618
3883,2898,7618
3884,2873,7618
3885,2863,7136
3886,2861,7136
3887,2854,7136
3888,2847,7136
3889,2684,6629
3890,2732,4985
3891,2728,7251
3892,2824,7618
3893,2857,4337
3894,2558,5063
3895,2777,5063
3896,2717,4337
3897,2712,4337
3898,2755,6440
3899,2715,7367
3900,2700,7136
3901,2842,5365
3902,2627,7245
3903,2879,7245
3904,2931,5808
3905,2907,5808
3906,2895,5808
3966,2853,7618
3908,2531,7061
3909,2742,7606
3910,2862,7604
3911,2816,7604
3912,2814,7604
3920,2679,7604
3914,2775,7604
3915,2723,7604
3916,2931,7618
3917,2860,7618
3918,2676,7618
3919,2909,7618
3921,2880,5577
3922,2846,7307
3923,2642,7307
3924,2832,7307
3925,2768,7307
3926,2884,7067
3927,2879,7565
4993,2884,8570
3929,2630,7565
3930,2523,7565
3931,2696,7565
3932,2764,7606
3934,2696,7344
3935,2832,7367
3936,2657,7606
3937,2582,7606
6291,2873,10392
3939,2736,7606
3940,2864,5961
3941,2755,7606
3942,2678,905
3943,2901,1782
3944,2712,4843
3945,2905,4843
3946,2813,7006
3947,2806,7006
9139,2733,7213
3949,2863,7006
3950,2729,7006
8647,2755,23423
3952,2742,7006
8646,2632,7006
3954,2672,7006
3955,2936,5561
3956,2691,7245
3957,2670,2212
